Season,Daynum,t1ID,t1Score,t2ID,t2Score,t1loc,Numot,Team,Opponent,Year,Offense,OffErr,Defense,DefErr,Margin,OffOR,DefOR,OffDR,DefDR,OffTO,DefTO,OffFGPCT,DefFGPCT,OffSTL,DefSTL,Elo,Rank,OppOffense,OppOffErr,OppDefense,OppDefErr,OppMargin,OppOffOR,OppDefOR,OppOffDR,OppDefDR,OppOffTO,OppDefTO,OppOffFGPCT,OppDefFGPCT,OppOffSTL,OppDefSTL,OppElo,OppRank,Win,Id
2003,134,1411,84,1421,92,N,1,TX Southern,UNC Asheville,2003,-1.263406098109659,1.8360976735690189,4.012051774312124,1.8205862878019492,-5.275457872421783,-0.07251562164069086,0.12490363730134893,-0.2642987680607171,0.2762907404832593,0.08665728207253597,-0.11604874763999588,0.4972496304929231,-0.23922544315738958,-0.17119448758435885,0.14527614056371757,2035.677931114901,235,-0.017185270231246087,1.8596104041675288,10.294720984201811,1.8434035053936197,-10.311906254433058,0.12965921586328388,0.030943712021689825,0.09570246276312741,-1.4601901461086186,0.03378290118130304,0.004931900913774726,-0.030804832265476517,0.6411030536786263,0.13645031070226066,-0.00215818418936675,2010.6933435233443,295,0,2003_1411_1421
2003,134,1421,92,1411,84,N,1,UNC Asheville,TX Southern,2003,-0.017185270231246087,1.8596104041675288,10.294720984201811,1.8434035053936197,-10.311906254433058,0.12965921586328388,0.030943712021689825,0.09570246276312741,-1.4601901461086186,0.03378290118130304,0.004931900913774726,-0.030804832265476517,0.6411030536786263,0.13645031070226066,-0.00215818418936675,2010.6933435233443,295,-1.263406098109659,1.8360976735690189,4.012051774312124,1.8205862878019492,-5.275457872421783,-0.07251562164069086,0.12490363730134893,-0.2642987680607171,0.2762907404832593,0.08665728207253597,-0.11604874763999588,0.4972496304929231,-0.23922544315738958,-0.17119448758435885,0.14527614056371757,2035.677931114901,235,1,2003_1421_1411
2003,136,1112,80,1436,51,N,0,Arizona,Vermont,2003,15.799823619716214,1.881846207885454,-3.9823293684986028,1.8647880111838022,19.78215298821482,0.1845657680519267,0.09195322824397897,4.190329581410146,3.5921533193636974,-0.26003534789150573,0.05784278237698255,-0.5525765594394585,-0.1175938829938048,0.11944187956730605,-0.024310343036451222,2484.0770223336804,2,-3.131203800195709,1.8586206678807036,-3.7381440003663244,1.8423778414364889,0.6069402001706155,0.058510259652071676,-0.10679279490234406,1.4648454538060511,-0.4669423260774408,-0.029930226878021556,-0.07238087873656786,-0.9373906237417534,-0.27361133287504835,0.017750081639556034,-0.01765681797915992,1978.9582877674054,157,1,2003_1112_1436
2003,136,1113,84,1272,71,N,0,Arizona St,Memphis,2003,7.728752704204928,1.8529114065166843,-4.838333516971063,1.8366665837897531,12.567086221175991,0.06695972114755085,-0.006735600154007311,0.435841856488964,-0.2647726830741091,-0.19992178771783983,0.007220601056293028,2.2124716041093997,0.6452946435468647,-0.14610979024328685,-0.11360776950258236,2481.3531381916127,25,6.7927759851456875,1.8383563746574867,-5.014107030169438,1.8222578052711635,11.806883015315126,0.12198045174996917,0.02822860193449225,2.358399602111943,2.6269093491189888,-0.2135359202716505,-0.038648080109006715,-1.042723751305636,-0.4771484859525361,-0.04469056347035713,0.1133290016171715,2206.128276042754,32,1,2003_1113_1272
2003,136,1140,53,1163,58,N,0,BYU,Connecticut,2003,4.179581817406615,1.788387284182254,-7.8087014182390915,1.7737205480726157,11.988283235645707,-0.04912010799366272,-0.02258256759855792,1.9747466342449362,1.0665037668410071,-0.2549842075201241,0.004474624744793311,0.18540697698023992,-1.0753968567838066,-0.008473483176856872,-0.09157728104430596,2413.949821031548,30,11.183165885496607,1.8088854272910289,-2.167639861710021,1.7935411878520782,13.350805747206628,0.1595284422351059,0.18277175723596586,4.439326099344158,0.9184568039112024,-0.17358027375863222,-0.02748820827262503,-0.24802202011656674,-1.130707875097622,-0.05599901914630478,-0.025535278626723803,2345.452329302558,22,0,2003_1140_1163
2003,136,1141,79,1166,73,N,0,C Michigan,Creighton,2003,8.823946069875173,1.8511976108112107,2.483929247976422,1.8349905878931845,6.340016821898752,-0.048496774690482004,0.06068073595045078,0.460938247908632,-0.5485039410583981,0.009274601158285383,0.07776066090642712,2.5820052187081615,1.6400661511933126,0.017419677898348647,0.15689734768423783,2403.5559214725195,72,10.118626917410733,1.751269934989039,-4.54690253304049,1.7377787933273838,14.665529450451224,-0.0042134075857202065,-0.023848146213324865,0.448706043872393,2.1450694942365325,-0.2828959288569251,0.10434639314125008,1.6165477631393128,1.0934557291695066,0.13877527709061108,-0.0026804999732269546,2343.7651645144697,18,1,2003_1141_1166
2003,136,1143,76,1301,74,N,1,California,NC State,2003,4.801917550002931,1.8572920420089423,-4.6361652650219485,1.8410309683004167,9.43808281502488,-0.05594501916950076,-0.06529929603501253,1.0878670052694241,1.8223423976920987,-0.18090361280831554,-0.03251029298285068,0.4141289597257429,0.8983833135299648,-0.050379407900043846,-0.07618811305664094,2399.2325713196933,46,4.660033960508547,1.8245750058008727,-5.157557949701277,1.80911981502597,9.817591910209824,-0.1440160393317489,-0.1288535089382597,-0.3872537515222312,0.14749853302421728,-0.17177697185019253,-0.009217537969012273,0.5402973185047188,0.825788581154057,0.054214821354205266,0.03292098516063795,2174.2103704264323,43,1,2003_1143_1301
2003,136,1153,69,1211,74,N,0,Cincinnati,Gonzaga,2003,0.7019596475543988,1.8611264444906115,-10.341609144964346,1.844271740789037,11.043568792518744,0.03534917527797767,-0.07535798321158697,0.9190339519380077,1.4127934079743927,-0.23117501177128436,-0.09143438124259501,-2.4252773604346083,-1.4781108566496381,-0.24897814940651317,-0.27698188896927317,2378.447625504509,35,7.9472683003134765,1.792318753562832,-2.371300730560534,1.7776394512712075,10.318569030874011,0.0427139853663257,-0.10617193992368303,2.1904296267422865,0.5630301399668203,-0.17494683181680065,-0.012957414356364265,0.27041500131167545,0.4513356366415756,0.03076616059463692,-0.007555777018918595,2282.244440465399,37,0,2003_1153_1211
2003,136,1161,57,1181,67,N,0,Colorado St,Duke,2003,5.811135585153443,1.8171822013513217,1.3704683551617192,1.8017671677522553,4.440667229991724,0.008905045347726135,0.009300908207117264,0.3722329966901589,-1.229621981778901,-0.17597120321266607,-0.011657629456069404,2.157003487432212,2.5868068570417178,0.02865327623570763,0.06933442806802427,2346.3784318304615,100,14.05992455567625,1.8236525115284847,-2.6283537626143407,1.8081910181071323,16.688278318290592,0.09846879828160764,0.04459589197369977,0.7624644517360818,2.42230309042351,-0.2419185881734017,0.10517255792699033,0.2001292583265367,1.1620147032799863,0.0732043710937229,0.00484201354988687,2316.2093784050085,9,0,2003_1161_1181
2003,136,1163,58,1140,53,N,0,Connecticut,BYU,2003,11.183165885496607,1.8088854272910289,-2.167639861710021,1.7935411878520782,13.350805747206628,0.1595284422351059,0.18277175723596586,4.439326099344158,0.9184568039112024,-0.17358027375863222,-0.02748820827262503,-0.24802202011656674,-1.130707875097622,-0.05599901914630478,-0.025535278626723803,2345.452329302558,22,4.179581817406615,1.788387284182254,-7.8087014182390915,1.7737205480726157,11.988283235645707,-0.04912010799366272,-0.02258256759855792,1.9747466342449362,1.0665037668410071,-0.2549842075201241,0.004474624744793311,0.18540697698023992,-1.0753968567838066,-0.008473483176856872,-0.09157728104430596,2413.949821031548,30,1,2003_1163_1140
