"Win","Date","Team","Opponent","ScoreOff","ScoreDef","Home"
0,2017-11-18,"New Hampshire","SUNY-Albany (NY)",0,15,0
1,2017-11-25,"New Hampshire","Central Connecticut St.",14,0,1
1,2017-12-02,"New Hampshire","Central Arkansas",21,15,0
0,2017-12-09,"New Hampshire","South Dakota St.",14,56,0
1,2017-09-02,"James Madison (VA)","East Carolina (NC)",34,14,0
1,2017-09-09,"James Madison (VA)","East Tennessee St.",52,10,1
1,2017-09-16,"James Madison (VA)","Norfolk St. (VA)",75,14,1
1,2017-09-23,"James Madison (VA)","Maine",28,10,1
1,2017-09-30,"James Madison (VA)","Delaware",20,10,0
1,2017-10-14,"James Madison (VA)","Villanova (PA)",30,8,1
1,2017-10-21,"James Madison (VA)","William & Mary (VA)",46,14,0
1,2017-10-28,"James Madison (VA)","New Hampshire",21,0,1
1,2017-11-04,"James Madison (VA)","Rhode Island",38,3,0
1,2017-11-11,"James Madison (VA)","Richmond (VA)",20,13,1
1,2017-11-18,"James Madison (VA)","Elon (NC)",31,3,0
1,2017-12-02,"James Madison (VA)","SUNY-Stony Brook (NY)",26,7,1
1,2017-12-08,"James Madison (VA)","Weber St. (UT)",31,28,1
1,2017-12-16,"James Madison (VA)","South Dakota St.",51,16,1
0,2017-01-06,"James Madison (VA)","North Dakota St.",13,17,1
0,2017-09-01,"Richmond (VA)","Sam Houston St. (TX)",34,48,0
1,2017-09-09,"Richmond (VA)","Colgate (NY)",20,17,0
1,2017-09-16,"Richmond (VA)","Howard (DC)",68,21,1
0,2017-09-23,"Richmond (VA)","Elon (NC)",33,36,1
1,2017-10-07,"Richmond (VA)","SUNY-Albany (NY)",41,38,1
1,2017-10-14,"Richmond (VA)","Towson (MD)",23,3,0
0,2017-10-21,"Richmond (VA)","Delaware",35,42,0
0,2017-10-28,"Richmond (VA)","SUNY-Stony Brook (NY)",24,27,1
1,2017-11-04,"Richmond (VA)","Villanova (PA)",22,0,0
0,2017-11-11,"Richmond (VA)","James Madison (VA)",13,20,0
1,2017-11-18,"Richmond (VA)","William & Mary (VA)",27,20,1
0,2017-09-02,"SUNY-Stony Brook (NY)","South Florida",17,31,0
1,2017-09-09,"SUNY-Stony Brook (NY)","Rhode Island",35,18,0
1,2017-09-16,"SUNY-Stony Brook (NY)","Sacred Heart (CT)",45,7,1
1,2017-09-23,"SUNY-Stony Brook (NY)","Towson (MD)",25,17,1
1,2017-09-30,"SUNY-Stony Brook (NY)","William & Mary (VA)",21,18,0
0,2017-10-07,"SUNY-Stony Brook (NY)","Delaware",20,24,1
1,2017-10-14,"SUNY-Stony Brook (NY)","New Hampshire",38,24,1
1,2017-10-28,"SUNY-Stony Brook (NY)","Richmond (VA)",27,24,0
1,2017-11-04,"SUNY-Stony Brook (NY)","SUNY-Albany (NY)",28,21,1
1,2017-11-11,"SUNY-Stony Brook (NY)","Wagner (NY)",38,10,1
1,2017-11-18,"SUNY-Stony Brook (NY)","Maine",20,19,0
1,2017-11-25,"SUNY-Stony Brook (NY)","Lehigh (PA)",59,29,1
0,2017-12-02,"SUNY-Stony Brook (NY)","James Madison (VA)",7,26,0
0,2017-08-31,"Rhode Island","Central Michigan",27,30,0
0,2017-09-09,"Rhode Island","SUNY-Stony Brook (NY)",18,35,1
1,2017-09-16,"Rhode Island","Harvard (MA)",17,10,1
0,2017-09-23,"Rhode Island","New Hampshire",14,28,0
0,2017-09-30,"Rhode Island","Brown (RI)",21,24,0
0,2017-10-14,"Rhode Island","Maine",27,51,0
0,2017-10-21,"Rhode Island","Elon (NC)",34,35,1
1,2017-10-28,"Rhode Island","SUNY-Albany (NY)",31,14,0
0,2017-11-04,"Rhode Island","James Madison (VA)",3,38,1
1,2017-11-11,"Rhode Island","Villanova (PA)",20,6,1
0,2017-11-18,"Rhode Island","Towson (MD)",10,29,0
1,2017-09-02,"Villanova (PA)","Lehigh (PA)",38,35,0
0,2017-09-09,"Villanova (PA)","Temple (PA)",13,16,0
1,2017-09-16,"Villanova (PA)","Lafayette (PA)",59,0,1
0,2017-09-23,"Villanova (PA)","SUNY-Albany (NY)",10,19,0
1,2017-09-30,"Villanova (PA)","Towson (MD)",24,9,0
1,2017-10-07,"Villanova (PA)","Maine",31,0,1
0,2017-10-14,"Villanova (PA)","James Madison (VA)",8,30,0
0,2017-10-28,"Villanova (PA)","Elon (NC)",14,19,1
0,2017-11-04,"Villanova (PA)","Richmond (VA)",0,22,1
0,2017-11-11,"Villanova (PA)","Rhode Island",6,20,0
1,2017-11-18,"Villanova (PA)","Delaware",28,7,1
1,2017-09-02,"Towson (MD)","Morgan St. (MD)",10,0,1
0,2017-09-09,"Towson (MD)","Maryland",17,63,0
1,2017-09-16,"Towson (MD)","Saint Francis (PA)",16,14,0
0,2017-09-23,"Towson (MD)","SUNY-Stony Brook (NY)",17,25,0
0,2017-09-30,"Towson (MD)","Villanova (PA)",9,24,1
0,2017-10-14,"Towson (MD)","Richmond (VA)",3,23,1
0,2017-10-21,"Towson (MD)","New Hampshire",17,40,0
1,2017-10-28,"Towson (MD)","Delaware",18,17,1
0,2017-11-04,"Towson (MD)","Elon (NC)",30,33,0
1,2017-11-11,"Towson (MD)","William & Mary (VA)",26,14,0
1,2017-11-18,"Towson (MD)","Rhode Island",29,10,1
0,2017-09-02,"William & Mary (VA)","Virginia",10,28,0
1,2017-09-09,"William & Mary (VA)","Norfolk St. (VA)",20,6,0
1,2017-09-16,"William & Mary (VA)","Bucknell (PA)",30,9,1
0,2017-09-30,"William & Mary (VA)","SUNY-Stony Brook (NY)",18,21,1
0,2017-10-07,"William & Mary (VA)","Elon (NC)",17,25,0
0,2017-10-14,"William & Mary (VA)","Delaware",0,17,0
0,2017-10-21,"William & Mary (VA)","James Madison (VA)",14,46,1
0,2017-10-28,"William & Mary (VA)","Maine",6,23,0
0,2017-11-04,"William & Mary (VA)","New Hampshire",16,35,1
0,2017-11-11,"William & Mary (VA)","Towson (MD)",14,26,1
0,2017-11-18,"William & Mary (VA)","Richmond (VA)",20,27,0
1,2017-09-16,"Columbia (NY)","Wagner (NY)",17,14,1
1,2017-09-23,"Columbia (NY)","Georgetown (DC)",35,14,1
1,2017-09-30,"Columbia (NY)","Princeton (NJ)",28,24,0
1,2017-10-07,"Columbia (NY)","Marist (NY)",41,17,0
1,2017-10-14,"Columbia (NY)","Pennsylvania",34,31,1
1,2017-10-21,"Columbia (NY)","Dartmouth (NH)",22,17,0
0,2017-10-28,"Columbia (NY)","Yale (CT)",6,23,0
0,2017-11-04,"Columbia (NY)","Harvard (MA)",14,21,1
1,2017-11-11,"Columbia (NY)","Cornell (NY)",18,8,0
1,2017-11-18,"Columbia (NY)","Brown (RI)",24,6,1
0,2017-09-16,"Cornell (NY)","Delaware",14,41,0
0,2017-09-23,"Cornell (NY)","Yale (CT)",24,49,0
0,2017-09-30,"Cornell (NY)","Colgate (NY)",7,21,1
1,2017-10-07,"Cornell (NY)","Harvard (MA)",17,14,1
0,2017-10-14,"Cornell (NY)","Bucknell (PA)",18,26,1
1,2017-10-21,"Cornell (NY)","Brown (RI)",34,7,1
1,2017-10-28,"Cornell (NY)","Princeton (NJ)",29,28,0
0,2017-11-04,"Cornell (NY)","Dartmouth (NH)",0,10,0
0,2017-11-11,"Cornell (NY)","Columbia (NY)",8,18,1
0,2017-11-18,"Cornell (NY)","Pennsylvania",22,29,0
1,2017-09-16,"Brown (RI)","Bryant (RI)",28,23,1
0,2017-09-23,"Brown (RI)","Harvard (MA)",28,45,0
1,2017-09-30,"Brown (RI)","Rhode Island",24,21,1
0,2017-10-07,"Brown (RI)","Stetson (FL)",13,17,0
0,2017-10-14,"Brown (RI)","Princeton (NJ)",0,53,1
0,2017-10-21,"Brown (RI)","Cornell (NY)",7,34,0
0,2017-10-28,"Brown (RI)","Pennsylvania",7,17,1
0,2017-11-03,"Brown (RI)","Yale (CT)",7,34,0
0,2017-11-10,"Brown (RI)","Dartmouth (NH)",10,33,1
0,2017-11-18,"Brown (RI)","Columbia (NY)",6,24,0
0,2017-09-16,"Harvard (MA)","Rhode Island",10,17,0
1,2017-09-23,"Harvard (MA)","Brown (RI)",45,28,1
1,2017-09-30,"Harvard (MA)","Georgetown (DC)",41,2,1
0,2017-10-07,"Harvard (MA)","Cornell (NY)",14,17,0
1,2017-10-14,"Harvard (MA)","Lafayette (PA)",38,10,1
0,2017-10-20,"Harvard (MA)","Princeton (NJ)",17,52,1
1,2017-10-28,"Harvard (MA)","Dartmouth (NH)",25,22,1
1,2017-11-04,"Harvard (MA)","Columbia (NY)",21,14,0
0,2017-11-11,"Harvard (MA)","Pennsylvania",6,23,1
0,2017-11-18,"Harvard (MA)","Yale (CT)",3,24,0
1,2017-09-16,"Dartmouth (NH)","Stetson (FL)",38,7,0
1,2017-09-23,"Dartmouth (NH)","Holy Cross (MA)",27,26,1
1,2017-09-29,"Dartmouth (NH)","Pennsylvania",16,13,0
1,2017-10-07,"Dartmouth (NH)","Yale (CT)",28,27,1
1,2017-10-14,"Dartmouth (NH)","Sacred Heart (CT)",29,26,0
0,2017-10-21,"Dartmouth (NH)","Columbia (NY)",17,22,1
0,2017-10-28,"Dartmouth (NH)","Harvard (MA)",22,25,0
1,2017-11-04,"Dartmouth (NH)","Cornell (NY)",10,0,1
1,2017-11-10,"Dartmouth (NH)","Brown (RI)",33,10,1
1,2017-11-18,"Dartmouth (NH)","Princeton (NJ)",54,44,1
1,2017-09-23,"Pennsylvania","Lehigh (PA)",65,47,0
0,2017-09-29,"Pennsylvania","Dartmouth (NH)",13,16,1
0,2017-10-07,"Pennsylvania","Central Connecticut St.",21,42,0
0,2017-10-14,"Pennsylvania","Columbia (NY)",31,34,0
0,2017-10-21,"Pennsylvania","Yale (CT)",19,24,1
1,2017-10-28,"Pennsylvania","Brown (RI)",17,7,0
1,2017-11-04,"Pennsylvania","Princeton (NJ)",38,35,1
1,2017-11-11,"Pennsylvania","Harvard (MA)",23,6,0
1,2017-11-18,"Pennsylvania","Cornell (NY)",29,22,1
0,2017-09-02,"Bethune-Cookman (FL)","Miami (FL)",13,41,0
1,2017-09-09,"Bethune-Cookman (FL)","Southeastern Louisiana",28,23,0
0,2017-09-16,"Bethune-Cookman (FL)","Florida Atlantic",0,45,0
0,2017-09-23,"Bethune-Cookman (FL)","Howard (DC)",24,26,0
1,2017-09-30,"Bethune-Cookman (FL)","Savannah St. (GA)",24,12,1
1,2017-10-14,"Bethune-Cookman (FL)","South Carolina St.",12,9,1
0,2017-10-21,"Bethune-Cookman (FL)","North Carolina A&T",20,24,0
1,2017-10-28,"Bethune-Cookman (FL)","Hampton (VA)",24,21,1
1,2017-11-04,"Bethune-Cookman (FL)","Morgan St. (MD)",41,28,1
1,2017-11-11,"Bethune-Cookman (FL)","North Carolina Central",13,10,0
1,2017-11-18,"Bethune-Cookman (FL)","Florida A&M",29,24,1
1,2017-09-16,"Yale (CT)","Lehigh (PA)",56,28,0
1,2017-09-23,"Yale (CT)","Cornell (NY)",49,24,1
1,2017-09-30,"Yale (CT)","Fordham (NY)",41,10,0
0,2017-10-07,"Yale (CT)","Dartmouth (NH)",27,28,0
1,2017-10-14,"Yale (CT)","Holy Cross (MA)",32,0,1
1,2017-10-21,"Yale (CT)","Pennsylvania",24,19,0
1,2017-10-28,"Yale (CT)","Columbia (NY)",23,6,1
1,2017-11-03,"Yale (CT)","Brown (RI)",34,7,1
1,2017-11-11,"Yale (CT)","Princeton (NJ)",35,31,0
1,2017-11-18,"Yale (CT)","Harvard (MA)",24,3,1
0,2017-08-31,"Delaware St.","Delaware",3,22,0
0,2017-09-08,"Delaware St.","Hampton (VA)",15,28,0
0,2017-09-16,"Delaware St.","West Virginia",16,59,0
0,2017-09-23,"Delaware St.","Norfolk St. (VA)",7,17,1
0,2017-10-07,"Delaware St.","North Carolina A&T",3,44,0
0,2017-10-14,"Delaware St.","Howard (DC)",23,52,1
1,2017-10-21,"Delaware St.","South Carolina St.",17,14,1
0,2017-10-28,"Delaware St.","North Carolina Central",14,42,0
0,2017-11-04,"Delaware St.","Savannah St. (GA)",21,35,0
1,2017-11-11,"Delaware St.","Morgan St. (MD)",33,30,1
0,2017-11-18,"Delaware St.","Florida St.",6,77,0
1,2017-08-26,"Florida A&M","Texas Southern",29,7,1
0,2017-08-31,"Florida A&M","Arkansas",7,49,1
0,2017-09-16,"Florida A&M","Tennessee St.",13,24,1
1,2017-09-23,"Florida A&M","Savannah St. (GA)",20,14,0
0,2017-09-28,"Florida A&M","North Carolina Central",14,21,1
0,2017-10-07,"Florida A&M","Norfolk St. (VA)",28,35,0
0,2017-10-14,"Florida A&M","North Carolina A&T",20,31,1
0,2017-10-21,"Florida A&M","Hampton (VA)",27,31,0
1,2017-10-28,"Florida A&M","Morgan St. (MD)",34,31,0
0,2017-11-04,"Florida A&M","Howard (DC)",26,37,1
0,2017-11-18,"Florida A&M","Bethune-Cookman (FL)",24,29,1
0,2017-09-02,"Morgan St. (MD)","Towson (MD)",0,10,0
0,2017-09-09,"Morgan St. (MD)","SUNY-Albany (NY)",0,26,1
0,2017-09-16,"Morgan St. (MD)","Rutgers (NJ)",0,65,0
0,2017-09-23,"Morgan St. (MD)","North Carolina A&T",17,49,1
0,2017-10-06,"Morgan St. (MD)","South Carolina St.",14,35,0
1,2017-10-14,"Morgan St. (MD)","Savannah St. (GA)",48,28,1
0,2017-10-21,"Morgan St. (MD)","Howard (DC)",14,39,0
0,2017-10-28,"Morgan St. (MD)","Florida A&M",31,34,1
0,2017-11-04,"Morgan St. (MD)","Bethune-Cookman (FL)",28,41,0
0,2017-11-11,"Morgan St. (MD)","Delaware St.",30,33,0
0,2017-11-18,"Morgan St. (MD)","Norfolk St. (VA)",32,45,1
1,2017-09-02,"Howard (DC)","Nevada-Las Vegas",43,40,0
0,2017-09-09,"Howard (DC)","Kent St. (OH)",31,38,0
0,2017-09-16,"Howard (DC)","Richmond (VA)",21,68,0
1,2017-09-23,"Howard (DC)","Bethune-Cookman (FL)",26,24,1
0,2017-10-07,"Howard (DC)","North Carolina Central",7,13,1
1,2017-10-14,"Howard (DC)","Delaware St.",52,23,0
1,2017-10-21,"Howard (DC)","Morgan St. (MD)",39,14,1
1,2017-10-28,"Howard (DC)","South Carolina St.",28,20,0
1,2017-11-04,"Howard (DC)","Florida A&M",37,26,0
1,2017-11-11,"Howard (DC)","Norfolk St. (VA)",28,24,1
0,2017-11-18,"Howard (DC)","Hampton (VA)",17,20,0
0,2017-09-09,"Norfolk St. (VA)","William & Mary (VA)",6,20,1
0,2017-09-16,"Norfolk St. (VA)","James Madison (VA)",14,75,0
1,2017-09-23,"Norfolk St. (VA)","Delaware St.",17,7,0
1,2017-10-07,"Norfolk St. (VA)","Florida A&M",35,28,1
0,2017-10-14,"Norfolk St. (VA)","Hampton (VA)",14,16,1
1,2017-10-21,"Norfolk St. (VA)","North Carolina Central",28,21,0
0,2017-10-28,"Norfolk St. (VA)","Savannah St. (GA)",9,27,1
0,2017-11-04,"Norfolk St. (VA)","North Carolina A&T",7,35,1
0,2017-11-11,"Norfolk St. (VA)","Howard (DC)",24,28,0
1,2017-11-18,"Norfolk St. (VA)","Morgan St. (MD)",45,32,0
1,2017-09-02,"North Carolina A&T","Gardner-Webb (NC)",45,3,0
1,2017-09-16,"North Carolina A&T","North Carolina-Charlotte",35,31,0
1,2017-09-23,"North Carolina A&T","Morgan St. (MD)",49,17,0
1,2017-09-30,"North Carolina A&T","South Carolina St.",21,7,0
1,2017-10-07,"North Carolina A&T","Delaware St.",44,3,1
1,2017-10-14,"North Carolina A&T","Florida A&M",31,20,0
1,2017-10-21,"North Carolina A&T","Bethune-Cookman (FL)",24,20,1
1,2017-11-04,"North Carolina A&T","Norfolk St. (VA)",35,7,0
1,2017-11-11,"North Carolina A&T","Savannah St. (GA)",36,17,1
1,2017-11-18,"North Carolina A&T","North Carolina Central",24,10,1
0,2017-09-02,"North Carolina Central","Duke (NC)",7,60,0
1,2017-09-21,"North Carolina Central","South Carolina St.",33,28,1
1,2017-09-28,"North Carolina Central","Florida A&M",21,14,0
1,2017-10-07,"North Carolina Central","Howard (DC)",13,7,0
1,2017-10-14,"North Carolina Central","Gardner-Webb (NC)",24,17,1
0,2017-10-21,"North Carolina Central","Norfolk St. (VA)",21,28,1
1,2017-10-28,"North Carolina Central","Delaware St.",42,14,1
1,2017-11-04,"North Carolina Central","Hampton (VA)",14,6,0
0,2017-11-11,"North Carolina Central","Bethune-Cookman (FL)",10,13,1
0,2017-11-18,"North Carolina Central","North Carolina A&T",10,24,0
0,2017-09-09,"Savannah St. (GA)","Appalachian State (NC)",7,54,0
0,2017-09-16,"Savannah St. (GA)","Montana",3,56,0
0,2017-09-23,"Savannah St. (GA)","Florida A&M",14,20,1
0,2017-09-30,"Savannah St. (GA)","Bethune-Cookman (FL)",12,24,0
0,2017-10-07,"Savannah St. (GA)","Hampton (VA)",10,17,1
0,2017-10-14,"Savannah St. (GA)","Morgan St. (MD)",28,48,0
0,2017-10-21,"Savannah St. (GA)","Charleston Southern (SC)",27,52,0
1,2017-10-28,"Savannah St. (GA)","Norfolk St. (VA)",27,9,0
1,2017-11-04,"Savannah St. (GA)","Delaware St.",35,21,1
0,2017-11-11,"Savannah St. (GA)","North Carolina A&T",17,36,0
1,2017-11-18,"Savannah St. (GA)","South Carolina St.",34,10,1
0,2017-09-03,"South Carolina St.","Southern (LA)",8,14,0
0,2017-09-21,"South Carolina St.","North Carolina Central",28,33,0
0,2017-09-30,"South Carolina St.","North Carolina A&T",7,21,1
1,2017-10-06,"South Carolina St.","Morgan St. (MD)",35,14,1
0,2017-10-14,"South Carolina St.","Bethune-Cookman (FL)",9,12,0
0,2017-10-21,"South Carolina St.","Delaware St.",14,17,0
0,2017-10-28,"South Carolina St.","Howard (DC)",20,28,1
1,2017-11-11,"South Carolina St.","Hampton (VA)",33,15,1
0,2017-11-18,"South Carolina St.","Savannah St. (GA)",10,34,0
1,2017-09-02,"Illinois St.","Butler (IN)",45,0,1
1,2017-09-16,"Illinois St.","Eastern Illinois",44,13,0
1,2017-09-23,"Illinois St.","Missouri St.",34,9,0
1,2017-09-30,"Illinois St.","Indiana St.",24,13,1
0,2017-10-07,"Illinois St.","Northern Arizona",16,37,0
0,2017-10-14,"Illinois St.","Southern Illinois",7,42,0
1,2017-10-21,"Illinois St.","South Dakota",37,21,1
1,2017-10-28,"Illinois St.","Youngstown St. (OH)",35,0,0
0,2017-11-04,"Illinois St.","Western Illinois",14,31,1
0,2017-11-11,"Illinois St.","South Dakota St.",24,27,0
0,2017-11-18,"Illinois St.","North Dakota St.",7,20,1
0,2017-08-31,"Indiana St.","Eastern Illinois",20,22,1
0,2017-09-09,"Indiana St.","Tennessee",7,42,0
0,2017-09-16,"Indiana St.","Liberty (VA)",41,42,0
0,2017-09-30,"Indiana St.","Illinois St.",13,24,0
0,2017-10-07,"Indiana St.","North Dakota St.",0,52,1
0,2017-10-14,"Indiana St.","South Dakota",6,56,0
0,2017-10-21,"Indiana St.","Southern Illinois",24,45,1
0,2017-10-28,"Indiana St.","Missouri St.",20,59,0
0,2017-11-04,"Indiana St.","Youngstown St. (OH)",24,66,1
0,2017-11-11,"Indiana St.","Western Illinois",0,45,1
0,2017-11-18,"Indiana St.","Northern Iowa",3,41,0
0,2017-09-02,"Missouri St.","Missouri",43,72,0
0,2017-09-09,"Missouri St.","North Dakota",0,34,0
1,2017-09-16,"Missouri St.","Murray St. (KY)",28,21,1
0,2017-09-23,"Missouri St.","Illinois St.",9,34,1
0,2017-09-30,"Missouri St.","North Dakota St.",11,38,0
0,2017-10-14,"Missouri St.","Western Illinois",30,49,0
0,2017-10-21,"Missouri St.","South Dakota St.",30,62,1
1,2017-10-28,"Missouri St.","Indiana St.",59,20,1
1,2017-11-04,"Missouri St.","Southern Illinois",36,28,0
0,2017-11-11,"Missouri St.","Northern Iowa",10,25,1
0,2017-11-18,"Missouri St.","Youngstown St. (OH)",10,38,0
1,2017-09-16,"Princeton (NJ)","San Diego (CA)",27,17,1
1,2017-09-23,"Princeton (NJ)","Lafayette (PA)",38,17,0
0,2017-09-30,"Princeton (NJ)","Columbia (NY)",24,28,1
1,2017-10-07,"Princeton (NJ)","Georgetown (DC)",50,30,1
1,2017-10-14,"Princeton (NJ)","Brown (RI)",53,0,0
1,2017-10-20,"Princeton (NJ)","Harvard (MA)",52,17,0
0,2017-10-28,"Princeton (NJ)","Cornell (NY)",28,29,1
0,2017-11-04,"Princeton (NJ)","Pennsylvania",35,38,0
0,2017-11-11,"Princeton (NJ)","Yale (CT)",31,35,1
0,2017-11-18,"Princeton (NJ)","Dartmouth (NH)",44,54,0
0,2017-09-02,"Northern Iowa","Iowa St.",24,42,0
1,2017-09-09,"Northern Iowa","Cal Poly-San Luis Obispo",45,38,1
0,2017-09-16,"Northern Iowa","Southern Utah",21,24,0
1,2017-09-30,"Northern Iowa","Southern Illinois",24,17,0
0,2017-10-07,"Northern Iowa","Western Illinois",29,38,1
1,2017-10-14,"Northern Iowa","South Dakota St.",38,18,0
1,2017-10-21,"Northern Iowa","Youngstown St. (OH)",19,14,1
0,2017-10-28,"Northern Iowa","North Dakota St.",14,30,0
1,2017-11-04,"Northern Iowa","South Dakota",34,29,1
1,2017-11-11,"Northern Iowa","Missouri St.",25,10,0
1,2017-11-18,"Northern Iowa","Indiana St.",41,3,1
1,2017-11-25,"Northern Iowa","Monmouth (NJ)",46,7,1
0,2017-12-02,"Northern Iowa","South Dakota St.",22,37,0
1,2017-09-02,"South Dakota","Drake (IA)",77,7,0
1,2017-09-09,"South Dakota","Bowling Green (OH)",35,27,0
1,2017-09-16,"South Dakota","North Dakota",45,7,1
1,2017-09-30,"South Dakota","Western Illinois",38,33,0
1,2017-10-07,"South Dakota","Youngstown St. (OH)",31,28,1
1,2017-10-14,"South Dakota","Indiana St.",56,6,1
0,2017-10-21,"South Dakota","Illinois St.",21,37,0
1,2017-10-28,"South Dakota","Southern Illinois",42,0,1
0,2017-11-04,"South Dakota","Northern Iowa",29,34,0
0,2017-11-11,"South Dakota","North Dakota St.",14,49,0
0,2017-11-18,"South Dakota","South Dakota St.",28,31,1
1,2017-11-25,"South Dakota","Nicholls St. (LA)",38,31,0
0,2017-12-02,"South Dakota","Sam Houston St. (TX)",42,54,0
1,2017-08-31,"South Dakota St.","Duquesne (PA)",51,13,1
1,2017-09-09,"South Dakota St.","Montana St.",31,27,0
1,2017-09-16,"South Dakota St.","Drake (IA)",51,10,1
0,2017-09-30,"South Dakota St.","Youngstown St. (OH)",7,19,0
1,2017-10-07,"South Dakota St.","Southern Illinois",49,14,1
0,2017-10-14,"South Dakota St.","Northern Iowa",18,38,1
1,2017-10-21,"South Dakota St.","Missouri St.",62,30,0
1,2017-10-28,"South Dakota St.","Western Illinois",52,24,0
1,2017-11-04,"South Dakota St.","North Dakota St.",33,21,1
1,2017-11-11,"South Dakota St.","Illinois St.",27,24,1
1,2017-11-18,"South Dakota St.","South Dakota",31,28,0
1,2017-12-02,"South Dakota St.","Northern Iowa",37,22,1
1,2017-12-09,"South Dakota St.","New Hampshire",56,14,1
0,2017-12-16,"South Dakota St.","James Madison (VA)",16,51,0
1,2017-09-09,"Southern Illinois","Mississippi Valley St.",55,3,1
1,2017-09-16,"Southern Illinois","Southeast Missouri St.",35,17,0
0,2017-09-23,"Southern Illinois","Memphis (TN)",31,44,0
0,2017-09-30,"Southern Illinois","Northern Iowa",17,24,1
0,2017-10-07,"Southern Illinois","South Dakota St.",14,49,0
1,2017-10-14,"Southern Illinois","Illinois St.",42,7,1
1,2017-10-21,"Southern Illinois","Indiana St.",45,24,0
0,2017-10-28,"Southern Illinois","South Dakota",0,42,0
0,2017-11-04,"Southern Illinois","Missouri St.",28,36,1
0,2017-11-11,"Southern Illinois","Youngstown St. (OH)",20,28,1
0,2017-11-18,"Southern Illinois","Western Illinois",14,28,0
1,2017-08-31,"Western Illinois","Tennessee Tech",41,14,0
1,2017-09-09,"Western Illinois","Northern Arizona",38,20,0
0,2017-09-30,"Western Illinois","South Dakota",33,38,1
1,2017-10-07,"Western Illinois","Northern Iowa",38,29,0
1,2017-10-14,"Western Illinois","Missouri St.",49,30,1
0,2017-10-21,"Western Illinois","North Dakota St.",12,24,0
0,2017-10-28,"Western Illinois","South Dakota St.",24,52,1
1,2017-11-04,"Western Illinois","Illinois St.",31,14,0
1,2017-11-11,"Western Illinois","Indiana St.",45,0,0
1,2017-11-18,"Western Illinois","Southern Illinois",28,14,1
0,2017-11-25,"Western Illinois","Weber St. (UT)",19,21,0
0,2017-09-02,"Hampton (VA)","Ohio",0,59,0
1,2017-09-08,"Hampton (VA)","Delaware St.",28,15,1
0,2017-09-23,"Hampton (VA)","Monmouth (NJ)",23,30,1
1,2017-10-07,"Hampton (VA)","Savannah St. (GA)",17,10,0
1,2017-10-14,"Hampton (VA)","Norfolk St. (VA)",16,14,0
1,2017-10-21,"Hampton (VA)","Florida A&M",31,27,1
0,2017-10-28,"Hampton (VA)","Bethune-Cookman (FL)",21,24,0
0,2017-11-04,"Hampton (VA)","North Carolina Central",6,14,1
0,2017-11-11,"Hampton (VA)","South Carolina St.",15,33,0
1,2017-11-18,"Hampton (VA)","Howard (DC)",20,17,1
0,2017-09-02,"Youngstown St. (OH)","Pittsburgh (PA)",21,28,0
1,2017-09-09,"Youngstown St. (OH)","Robert Morris (PA)",30,0,1
1,2017-09-16,"Youngstown St. (OH)","Central Connecticut St.",59,9,1
1,2017-09-30,"Youngstown St. (OH)","South Dakota St.",19,7,1
0,2017-10-07,"Youngstown St. (OH)","South Dakota",28,31,0
0,2017-10-14,"Youngstown St. (OH)","North Dakota St.",24,27,1
0,2017-10-21,"Youngstown St. (OH)","Northern Iowa",14,19,0
0,2017-10-28,"Youngstown St. (OH)","Illinois St.",0,35,1
1,2017-11-04,"Youngstown St. (OH)","Indiana St.",66,24,0
1,2017-11-11,"Youngstown St. (OH)","Southern Illinois",28,20,0
1,2017-11-18,"Youngstown St. (OH)","Missouri St.",38,10,1
0,2017-09-09,"Bryant (RI)","Maine",12,60,0
0,2017-09-16,"Bryant (RI)","Brown (RI)",23,28,0
1,2017-09-23,"Bryant (RI)","Fordham (NY)",45,40,1
0,2017-09-30,"Bryant (RI)","New Hampshire",17,45,0
0,2017-10-14,"Bryant (RI)","Saint Francis (PA)",14,30,1
0,2017-10-21,"Bryant (RI)","Central Connecticut St.",14,31,0
1,2017-10-28,"Bryant (RI)","Wagner (NY)",31,16,0
1,2017-11-04,"Bryant (RI)","Sacred Heart (CT)",48,45,1
1,2017-11-11,"Bryant (RI)","Robert Morris (PA)",42,17,0
1,2017-11-18,"Bryant (RI)","Duquesne (PA)",38,29,1
0,2017-09-01,"Central Connecticut St.","Syracuse (NY)",7,50,0
0,2017-09-09,"Central Connecticut St.","Fordham (NY)",31,38,1
0,2017-09-16,"Central Connecticut St.","Youngstown St. (OH)",9,59,0
1,2017-09-30,"Central Connecticut St.","Sacred Heart (CT)",26,15,0
1,2017-10-07,"Central Connecticut St.","Pennsylvania",42,21,1
1,2017-10-14,"Central Connecticut St.","Wagner (NY)",51,45,0
1,2017-10-21,"Central Connecticut St.","Bryant (RI)",31,14,1
1,2017-11-04,"Central Connecticut St.","Saint Francis (PA)",28,10,1
1,2017-11-11,"Central Connecticut St.","Duquesne (PA)",28,27,0
1,2017-11-18,"Central Connecticut St.","Robert Morris (PA)",42,14,1
0,2017-11-25,"Central Connecticut St.","New Hampshire",0,14,0
0,2017-08-31,"Duquesne (PA)","South Dakota St.",13,51,0
1,2017-09-09,"Duquesne (PA)","Valparaiso (IN)",45,40,0
1,2017-09-16,"Duquesne (PA)","Dayton (OH)",28,23,0
